City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,lockwood,45.8191,-108.4149,15.7,76,100,4.12,US,1717419865
365,lerwick,60.1545,-1.1494,12.0,69,8,10.47,GB,1717419866
366,kenai,60.5544,-151.2583,10.08,76,100,3.09,US,1717419866
367,bikenibeu village,1.3673,173.1241,28.98,84,20,2.57,KI,1717419867
368,cameta,-2.2444,-49.4958,27.46,81,89,2.6,BR,1717419653
369,la'ie,21.6477,-157.9253,23.89,90,11,1.79,US,1717419868
370,korba,22.35,82.6833,34.96,30,98,1.63,IN,1717419869
371,gadani,25.1185,66.7299,32.12,80,0,7.05,PK,1717419869
372,nikolayevsk-on-amure,53.1406,140.73,1.79,92,99,1.79,RU,1717419870
373,ammon,43.4696,-111.9666,15.03,74,100,8.75,US,1717419706
374,el alto,-4.2714,-81.2147,17.81,80,4,5.47,PE,1717419871
375,nacozari de garcia,30.3742,-109.6908,17.65,38,0,1.9,MX,1717419871
376,comodoro rivadavia,-45.8667,-67.5,1.92,64,0,4.12,AR,1717419744
377,sisimiut,66.9395,-53.6735,2.03,64,0,3.66,GL,1717419872
378,mehtar lam,34.6714,70.2094,39.24,6,0,7.25,AF,1717419821
379,bryne,58.7354,5.6477,16.08,74,75,6.17,NO,1717419874
380,estancias de florida,18.3666,-66.5696,29.36,79,63,2.27,PR,1717419875
381,happy valley-goose bay,53.3168,-60.3315,15.17,94,75,2.06,CA,1717419609
382,hobyo,5.3505,48.5268,29.19,71,16,12.0,SO,1717419876
383,detroit lakes,46.8172,-95.8453,15.05,100,100,0.0,US,1717419876
384,pizarro,4.9533,-77.366,27.36,87,99,1.32,CO,1717419877
385,sitka,57.0531,-135.33,9.94,87,100,0.0,US,1717419878
386,kuta,-8.7233,115.1723,26.97,94,20,3.6,ID,1717419878
387,deder,9.3167,41.45,26.86,21,13,6.2,ET,1717419879
388,kabrai,25.4167,80.0167,43.94,11,0,3.49,IN,1717419880
389,price,39.5994,-110.8107,16.18,39,98,3.69,US,1717419660
390,acapulco de juarez,16.8634,-99.8901,25.21,69,85,1.57,MX,1717419733
391,dampit,-8.2116,112.7493,21.97,96,98,2.09,ID,1717419883
392,tabou,4.423,-7.3528,27.29,83,91,3.99,CI,1717419872
393,klyuchi,52.2667,79.1667,20.88,39,93,2.81,RU,1717419884
394,hamza,40.4264,71.4956,21.97,34,100,10.79,UZ,1717419884
395,recani,31.2846,-4.2688,37.04,11,66,6.08,MA,1717419885
396,kilindoni,-7.9139,39.6668,27.08,74,9,3.7,TZ,1717419886
397,canutama,-6.5339,-64.3831,29.2,65,43,1.44,BR,1717419886
398,phalodi,27.1333,72.3667,41.51,16,0,6.1,IN,1717419887
399,vilyuchinsk,52.9306,158.4028,12.15,71,37,0.52,RU,1717419887
400,tavda,58.0425,65.2726,13.16,95,98,3.58,RU,1717419888
401,mossel bay,-34.1831,22.146,15.96,68,92,3.68,ZA,1717419889
402,mahina,-17.5065,-149.489,24.87,83,75,1.54,PF,1717419891
403,kamloops,50.6665,-120.3192,12.55,73,100,4.63,CA,1717419716
404,le port,-20.9373,55.2919,24.98,63,9,2.48,RE,1717419892
405,vila franca do campo,37.7167,-25.4333,20.23,99,10,3.2,PT,1717419892
406,vanimo,-2.6741,141.3028,26.12,89,100,1.83,PG,1717419671
407,alzamay,55.5562,98.6644,15.67,54,92,2.28,RU,1717419894
408,keelung,25.1283,121.7419,25.05,66,97,3.54,TW,1717419711
409,batman,37.8874,41.1322,35.89,15,0,4.12,TR,1717419723
410,gisborne,-38.6533,178.0042,12.56,67,74,7.55,NZ,1717419895
411,saynshand,44.8824,110.1163,23.75,26,47,2.08,MN,1717419896
412,santa sylvina,-27.8326,-61.1375,14.47,52,83,5.62,AR,1717419897
413,madang,-5.2246,145.7966,25.48,91,29,0.33,PG,1717419897
414,perry,37.2506,-83.1999,21.1,90,22,1.6,US,1717419898
415,lycksele,64.5954,18.6735,18.02,55,40,3.6,SE,1717419898
416,al khums,32.6486,14.2619,24.72,70,7,5.58,LY,1717419899
417,chos malal,-37.3781,-70.2709,3.66,58,100,0.65,AR,1717419899
418,praia da vitoria,38.7333,-27.0667,20.98,88,40,2.45,PT,1717419881
419,mata-utu,-13.2816,-176.1745,28.32,67,100,8.74,WF,1717419900
420,palmer,42.1584,-72.3287,23.23,67,88,0.45,US,1717419603
421,ixtapa,20.7,-105.2,24.57,83,100,1.03,MX,1717419901
422,ashburton,-37.8626,145.0794,11.88,78,100,0.89,AU,1717419902
423,novyy urgal,51.0736,132.5642,8.93,52,61,0.88,RU,1717419903
424,winfield,37.2398,-96.9956,20.05,92,100,0.0,US,1717419819
425,inyonga,-6.7167,32.0667,31.02,29,87,2.03,TZ,1717419863
426,blackwater,-23.5833,148.8833,12.42,46,48,2.19,AU,1717419905
427,esmeraldas,-19.7625,-44.3139,22.63,59,96,1.64,BR,1717419780
428,ardakan,32.31,54.0175,35.26,12,0,7.72,IR,1717419877
429,leskovac,42.9981,21.9461,23.77,79,100,2.2,RS,1717419846
430,corn island,12.1694,-83.0418,27.9,82,100,3.85,NI,1717419908
431,khovd,48.0056,91.6419,19.2,21,27,5.82,MN,1717419909
432,aberdeen,57.1437,-2.0981,20.86,36,100,6.69,GB,1717419786
433,tsiombe,-25.3,45.4833,24.21,60,0,5.68,MG,1717419892
434,vernon,50.2581,-119.2691,13.12,90,100,2.68,CA,1717419911
435,moratalla,38.1893,-1.8918,25.24,32,0,6.21,ES,1717419912
436,gordonvale,-17.0936,145.7842,20.88,95,12,1.46,AU,1717419912
437,guaira,-20.3183,-48.3106,24.22,49,54,3.1,BR,1717419913
438,alofi,-19.0595,-169.9187,19.94,88,75,1.54,NU,1717419914
439,miles city,46.4083,-105.8406,16.54,63,100,3.6,US,1717419914
440,sola,-13.8833,167.55,23.37,73,75,0.0,VU,1717419915
441,makueni boma,-1.8041,37.6203,25.24,59,100,2.58,KE,1717419916
442,livingston,55.9029,-3.5226,18.53,54,20,6.69,GB,1717419779
443,nyagan,62.1406,65.3936,13.06,32,88,1.9,RU,1717419858
444,bakanas,44.8081,76.2772,23.74,20,100,6.04,KZ,1717419918
445,gobo,33.8833,135.15,17.4,76,1,4.61,JP,1717419918
446,tynda,55.1667,124.7167,11.56,57,0,1.84,RU,1717419919
447,nova sintra,14.8667,-24.7167,23.94,79,100,9.51,CV,1717419919
448,piton saint-leu,-21.2196,55.3151,23.04,53,0,7.72,RE,1717419920
449,pauini,-7.7136,-66.9764,27.79,66,100,1.24,BR,1717419920
450,bosaso,11.2842,49.1816,34.99,66,20,4.63,SO,1717419672
451,modimolle,-24.7,28.4,20.39,13,0,9.13,ZA,1717419869
452,aral,40.5156,81.2636,30.86,13,0,5.18,CN,1717419921
453,lisala,2.15,21.5167,36.48,34,98,0.55,CD,1717419860
454,howard springs,-12.497,131.047,23.95,86,95,0.94,AU,1717419922
455,santiago de cao,-7.9589,-79.2392,17.07,88,100,3.6,PE,1717419923
456,farkhar,36.5729,69.8578,25.27,24,0,2.69,AF,1717419923
457,nagqu,31.5,92.0,8.72,25,100,4.82,CN,1717419923
458,choyr,46.3611,108.3611,18.77,35,25,2.77,MN,1717419924
459,as sulayyil,20.4607,45.5779,44.14,6,0,4.03,SA,1717419730
460,san julian,21.0167,-102.1667,20.74,41,8,2.2,MX,1717419925
461,kiunga,-6.1219,141.2906,24.06,97,98,1.15,PG,1717419926
462,ishqoshim,36.7248,71.6133,17.02,36,6,4.11,TJ,1717419665
463,chernyshevskiy,63.0128,112.4714,12.59,64,100,2.15,RU,1717419926
464,chul'man,56.8479,124.9104,11.82,51,1,1.34,RU,1717419927
465,shohimardon,39.9839,71.8028,15.43,86,100,2.34,UZ,1717419927
466,kroya,-7.6331,109.2461,25.55,88,98,2.93,ID,1717419928
467,lazaro cardenas,17.9583,-102.2,24.32,81,0,1.3,MX,1717419928
468,tucuma,-0.1833,-50.05,27.83,83,8,4.07,BR,1717419681
469,nanao,37.05,136.9667,16.11,93,51,1.01,JP,1717419929
470,la grande,45.3246,-118.0877,13.88,92,100,3.96,US,1717419930
471,priargunsk,50.3691,119.1012,17.85,54,71,7.44,RU,1717419930
472,segovia,41.1667,-4.0,25.8,35,17,3.5,ES,1717419930
473,bamboo flat,11.7,92.7167,29.05,84,40,2.57,IN,1717419931
474,aldan,58.6031,125.3894,11.01,54,23,1.04,RU,1717419931
475,zhoushan,30.0108,122.2047,20.26,69,4,3.33,CN,1717419932
476,lobva,59.1854,60.5185,10.3,90,100,2.14,RU,1717419933
477,gramsh,40.8697,20.1844,29.61,41,84,3.08,AL,1717419933
478,medak,18.0333,78.2667,32.78,41,95,2.5,IN,1717419934
479,chipinge,-20.1883,32.6236,30.35,18,5,2.77,ZW,1717419731
480,al khafji,28.4391,48.4913,37.94,26,0,8.52,SA,1717419934
481,peniche,39.3558,-9.3811,26.16,74,0,3.98,PT,1717419935
482,mau,25.95,83.55,41.41,15,8,2.15,IN,1717419936
483,crane,31.3974,-102.3501,24.33,82,95,6.85,US,1717419936
484,barra de santo antonio,-9.4047,-35.5072,29.6,82,1,5.52,BR,1717419926
485,bairnsdale,-37.8333,147.6167,11.14,82,97,0.45,AU,1717419937
486,blaubeuren,48.4122,9.7843,17.94,85,100,3.67,DE,1717419938
487,new norfolk,-42.7826,147.0587,12.62,99,89,0.4,AU,1717419939
488,uray,60.1247,64.7758,8.26,97,94,3.58,RU,1717419940
489,awjilah,29.1081,21.2869,42.71,8,100,1.77,LY,1717419791
490,kodinsk,58.6881,99.1844,17.47,54,100,1.53,RU,1717419941
491,maravatio de ocampo,19.9,-100.45,18.28,63,11,1.52,MX,1717419942
492,yanchep,-31.55,115.6833,17.19,70,100,2.85,AU,1717419942
493,rosario oeste,-14.8361,-56.4275,26.99,47,76,2.41,BR,1717419943
494,kuusamo,65.9667,29.1833,22.02,37,0,2.06,FI,1717419944
495,canto do buriti,-8.11,-42.9444,30.08,44,17,5.51,BR,1717419944
496,al jawf,29.5,38.75,42.63,6,0,3.81,SA,1717419945
497,kharan,28.5833,65.4167,41.24,3,0,3.18,PK,1717419945
498,moose jaw,50.4001,-105.5344,10.15,81,75,1.03,CA,1717419677
499,anloga,5.7947,0.8973,28.94,72,67,3.46,GH,1717419946
500,atar,20.5169,-13.0499,36.03,20,0,2.06,MR,1717419733
501,pemalang,-6.9,109.3667,26.39,83,75,2.43,ID,1717419912
502,abashiri,44.0213,144.2697,8.93,88,100,3.98,JP,1717419948
503,bagaha,27.1,84.0833,38.55,23,83,2.81,IN,1717419948
504,al wajh,26.2455,36.4525,30.97,66,0,7.72,SA,1717419684
505,kamina,-8.7386,24.9906,31.54,27,31,2.65,CD,1717419949
506,malakal,9.5334,31.6605,40.12,21,38,1.88,SS,1717419950
507,qarazhal,48.0078,70.7903,21.49,25,1,4.22,KZ,1717419950
508,bathsheba,13.2167,-59.5167,29.34,84,40,8.23,BB,1717419669
509,berezovyy,51.6667,135.7,7.22,80,14,1.6,RU,1717419951
510,pyt-yakh,60.7499,72.8582,9.81,34,7,4.29,RU,1717419952
511,barcelos,41.5388,-8.6151,29.4,39,0,2.96,PT,1717419952
512,arroio grande,-32.2375,-53.0869,9.69,84,0,3.93,BR,1717419693
513,horta,38.5333,-28.6333,20.01,87,20,3.09,PT,1717419953
514,ozalp,38.6548,43.993,22.75,32,5,4.05,TR,1717419954
515,severo-yeniseyskiy,60.3725,93.0408,5.32,66,98,1.79,RU,1717419954
516,santa luzia,-19.7697,-43.8514,22.65,69,0,4.12,BR,1717419955
517,thinadhoo,0.5333,72.9333,28.82,72,96,3.91,MV,1717419955
518,missoula,47.0166,-113.8009,7.69,88,100,1.48,US,1717419956
519,alcudia,39.8532,3.1214,26.88,59,23,3.54,ES,1717419956
520,chirilagua,13.2203,-88.1386,24.68,92,100,0.77,SV,1717419957
521,oyama,36.3,139.8,18.66,88,99,3.46,JP,1717419957
522,nabire,-3.3667,135.4833,24.96,91,100,1.11,ID,1717419957
523,ilebo,-4.3167,20.5833,34.97,38,93,1.97,CD,1717419731
524,christchurch,-43.5333,172.6333,7.75,86,75,2.57,NZ,1717419958
525,cambria,35.5641,-121.0808,15.55,85,100,1.83,US,1717419959
526,sumbawanga,-7.9667,31.6167,27.89,34,40,2.57,TZ,1717419959
527,trevelin,-43.0858,-71.4639,-0.29,80,100,1.42,AR,1717419960
528,naranjito,-2.2167,-79.4833,24.82,89,97,0.8,EC,1717419960
529,santa rosa de osos,6.6474,-75.4603,14.26,91,100,0.94,CO,1717419961
530,ploneour-lanvern,47.9,-4.2833,22.18,56,20,5.14,FR,1717419961
531,ushtobe,45.2514,77.9838,20.15,30,23,6.97,KZ,1717419961
532,mikun',62.3547,50.0771,24.37,42,6,1.56,RU,1717419962
533,ulladulla,-35.35,150.4667,7.65,74,27,3.37,AU,1717419962
534,kachia,9.8667,7.95,31.63,53,9,1.48,NG,1717419768
535,fale old settlement,-9.3852,-171.2468,28.67,76,35,6.92,TK,1717419963
536,akwanga,8.9167,8.3833,33.17,45,4,1.85,NG,1717419964
537,verkhnevilyuysk,63.4453,120.3167,14.91,87,8,2.08,RU,1717419964
538,bestobe,52.4994,73.0975,22.01,45,100,8.53,KZ,1717419965
539,udachny,66.4167,112.4,16.36,30,100,2.95,RU,1717419965
540,shalqar,47.8333,59.6,29.55,24,93,1.82,KZ,1717419966
541,nikolo-berezovka,56.1242,54.1557,25.42,53,100,1.62,RU,1717419966
542,dodge city,37.7528,-100.0171,17.92,79,0,2.57,US,1717419967
543,muroto-misakicho,33.2833,134.15,20.23,68,0,2.85,JP,1717419967
544,askino,56.0901,56.5783,22.74,69,36,4.49,RU,1717419968
545,inirida,3.8653,-67.9239,25.26,86,99,0.69,CO,1717419969
546,choibalsan,48.0667,114.5,20.84,35,100,3.19,MN,1717419969
547,maiduguri,11.8464,13.1603,41.0,19,38,1.38,NG,1717419970
548,arawa,-6.2132,155.5367,25.38,91,61,0.96,PG,1717419970
549,sao raimundo das mangabeiras,-7.0219,-45.4811,30.37,49,39,5.65,BR,1717419696
550,essaouira,31.5125,-9.77,22.72,60,100,2.57,MA,1717419971
551,minas de barroteran,27.6333,-101.2833,25.93,81,42,1.69,MX,1717419972
